word freq sentiment
holm 73 1
lisa 178 1
maria 187 1
phantom 96 1
salvation 60 1
selfish 105 1
unexplained 40 1
darkest 43 1
expanded 43 1
heartbreaking 159 1
increases 30 1
jules 87 1
niro 89 1
selves 26 1
yorks 28 1
captivating 165 1
celebration 88 1
diversity 48 1
enter 229 1
hold 560 1
illustrated 33 1
imagery 212 1
legs 109 1
shapes 37 1
write 427 1
afterward 83 1
branch 43 1
conclusions 47 1
draw 199 1
drove 61 1
engagement 52 1
facts 204 1
honesty 134 1
potent 46 1
site 231 1
underlying 123 1
campbell 125 1
canceled 81 1
degrees 45 1
developing 108 1
junk 69 1
sorry 385 1
steven 167 1
tape 268 1
waited 68 1
cheers 61 1
christina 84 1
craig 159 1
deadon 40 1
flow 177 1
jackson 353 1
justin 148 1
moan 43 1
phenomenal 92 1
repulsive 36 1
ricci 61 1
samuel 105 1
snake 89 1
matthew 133 1
convention 53 1
defies 49 1
exaggeration 28 1
grudge 42 1
guts 137 1
heavyhanded 37 1
joys 32 1
neatly 82 1
notions 44 1
orchestral 40 1
reflect 120 1
requires 137 1
scares 125 1
socalled 91 1
suspension 48 1
terror 236 1
unknown 324 1
variety 246 1
assistant 149 1
characteristics 61 1
fiancãe 54 1
frankenstein 100 1
hilarity 72 1
indie 163 1
losers 44 1
posey 60 1
seek 183 1
senator 42 1
silly 590 1
snl 42 1
spring 127 1
trainer 32 1
earn 59 1
mores 33 1
paced 249 1
politics 217 1
reminder 71 1
staircase 42 1
blade 140 1
breed 51 1
hug 34 1
kurt 142 1
mute 81 1
relating 46 1
runner 103 1
sandra 138 1
subtly 89 1
todd 138 1
announced 43 1
kerr 40 1
listen 336 1
malcolm 32 1
minds 238 1
names 342 1
timed 36 1
wanting 360 1
wounds 52 1
achieved 181 1
campus 44 1
fallen 155 1
forming 29 1
outfits 59 1
pair 283 1
showtime 56 1
softcore 67 1
accomplish 79 1
added 473 1
astounding 99 1
blown 196 1
bothered 101 1
carnival 50 1
complicated 216 1
deception 43 1
drifter 34 1
enthralled 46 1
erotic 184 1
fascinated 105 1
fashion 319 1
flawlessly 34 1
folks 316 1
gripping 245 1
hires 65 1
irritating 107 1
lying 121 1
mischievous 40 1
plan 361 1
planned 125 1
recognition 157 1
renting 91 1
satisfied 121 1
shaky 48 1
sucks 72 1
theaters 233 1
warns 55 1
attacked 125 1
breaks 261 1
criminals 175 1
laws 75 1
measures 34 1
protect 181 1
abandon 41 1
backed 47 1
chan 208 1
chans 45 1
commits 52 1
conveys 106 1
fatherson 34 1
forgive 125 1
hung 94 1
incomplete 31 1
informative 77 1
largely 232 1
prequel 41 1
properly 136 1
represents 152 1
threads 39 1
tied 132 1
wong 89 1
clues 137 1
consistently 104 1
discussing 68 1
edward 234 1
favourites 68 1
fleet 50 1
furniture 37 1
heck 155 1
heston 71 1
inspiration 189 1
luckily 128 1
mechanical 62 1
priest 218 1
unrelated 45 1
worthwhile 176 1
youd 258 1
agent 357 1
amused 64 1
annie 94 1
architect 64 1
beings 172 1
blair 90 1
boston 71 1
brooks 248 1
calm 119 1
catherine 140 1
credibility 92 1
credited 66 1
cummings 69 1
daniel 242 1
davis 362 1
deserted 61 1
destroys 53 1
distinctive 59 1
estate 106 1
expression 191 1
fiancã 69 1
gary 321 1
gory 189 1
happily 149 1
hers 82 1
hoot 89 1
hotel 378 1
infamous 135 1
janes 53 1
ladies 269 1
legends 69 1
linda 84 1
lips 100 1
lists 37 1
loose 250 1
motives 101 1
nightmare 245 1
plotted 32 1
raped 82 1
reasonable 91 1
reasonably 83 1
reputation 182 1
rick 101 1
sane 46 1
scream 183 1
seeks 124 1
shirt 66 1
shut 115 1
someones 66 1
stevens 92 1
sullivan 128 1
victims 289 1
virgin 116 1
waking 42 1
witch 213 1
witchcraft 42 1
wrote 438 1
alec 69 1
amateur 90 1
arab 45 1
argued 33 1
assassins 31 1
beside 72 1
bonding 46 1
cheer 73 1
doris 79 1
footsteps 31 1
frenchman 40 1
frightened 78 1
goose 26 1
hall 278 1
hitchcock 362 1
ideal 163 1
incidents 74 1
indiana 48 1
international 326 1
kidnapped 121 1
lacked 72 1
lightly 45 1
lions 50 1
locations 311 1
marilyn 39 1
menacing 122 1
monroe 71 1
morocco 34 1
national 308 1
ostensibly 43 1
ought 103 1
pays 125 1
problematic 29 1
promising 112 1
returned 125 1
rushing 27 1
sake 139 1
settings 188 1
solution 102 1
throat 85 1
tiger 94 1
understandable 108 1
unnamed 36 1
visitors 31 1
intention 117 1
unsatisfying 31 1
albeit 192 1
earl 90 1
pulled 256 1
recognized 136 1
serving 77 1
stepped 38 1
taped 82 1
bout 38 1
california 210 1
drinking 157 1
intrigued 118 1
realization 84 1
spite 197 1
stayed 159 1
traditions 60 1
blamed 43 1
cries 50 1
crimes 149 1
daylight 34 1
empty 179 1
grandfather 163 1
limitations 80 1
necessity 50 1
packs 72 1
primitive 80 1
reflection 125 1
titular 50 1
walks 193 1
archetypal 28 1
aspiring 66 1
boyish 28 1
chest 58 1
craving 30 1
deeply 415 1
devoted 126 1
drawing 98 1
elvira 110 1
evident 135 1
fortunately 172 1
infinitely 29 1
ingredients 100 1
lighthearted 161 1
manner 421 1
mindset 49 1
mixture 137 1
nonsense 112 1
onedimensional 53 1
perfected 37 1
persona 138 1
process 364 1
react 92 1
sexual 660 1
slang 36 1
strength 336 1
structure 203 1
yearning 52 1
beauties 31 1
bride 124 1
claire 131 1
convincingly 132 1
cox 136 1
danes 90 1
faces 384 1
fairy 162 1
hearing 212 1
hide 172 1
michelle 197 1
miller 180 1
newcomer 64 1
olivia 86 1
otoole 51 1
pfeiffer 99 1
princess 222 1
ricky 54 1
rupert 127 1
trailers 83 1
anger 214 1
farce 96 1
ongoing 45 1
spoiled 104 1
stirring 57 1
temper 42 1
arrangements 29 1
artistry 70 1
banned 70 1
beloved 202 1
biography 96 1
blinded 28 1
broke 154 1
cheated 51 1
childhood 449 1
circuit 30 1
clubs 67 1
denial 44 1
drowning 35 1
eventual 77 1
evokes 73 1
evolution 73 1
focuses 230 1
foxx 95 1
georgia 58 1
hating 32 1
jamie 161 1
madefortv 49 1
nails 77 1
preparing 68 1
refusing 44 1
sharon 62 1
taylor 285 1
walked 119 1
warren 98 1
blame 160 1
boss 426 1
brain 338 1
business 678 1
calling 157 1
candy 192 1
chicken 86 1
companies 66 1
competing 44 1
construction 81 1
corporation 53 1
curtain 47 1
decade 290 1
doctors 121 1
eternal 77 1
gandhi 103 1
geniuses 30 1
healing 49 1
health 181 1
hundreds 129 1
idiot 102 1
institution 65 1
insurance 49 1
leaders 78 1
medicine 67 1
mold 43 1
nose 104 1
pit 76 1
portion 89 1
premiere 105 1
remake 433 1
saturday 203 1
skit 44 1
smaller 120 1
sparkling 47 1
suffering 222 1
sugar 51 1
swallow 39 1
tap 91 1
truths 53 1
winner 269 1
animations 41 1
dig 129 1
privileged 28 1
regulars 32 1
scripted 91 1
snippets 39 1
allies 46 1
appropriate 232 1
arrival 110 1
assure 60 1
borrowed 91 1
cages 31 1
cleverness 28 1
coen 49 1
compliment 56 1
define 66 1
deliberate 77 1
depiction 233 1
disregard 43 1
educated 58 1
honorable 40 1
integrity 109 1
italians 40 1
likeable 54 1
lyrical 46 1
nazis 162 1
president 269 1
reluctant 88 1
ronald 89 1
sympathetic 281 1
tender 150 1
unless 270 1
virtues 39 1
warning 229 1
compositions 52 1
deemed 44 1
exquisite 108 1
justice 447 1
juvenile 89 1
practically 163 1
shades 76 1
submarine 57 1
yellow 103 1
eaten 55 1
eats 86 1
fake 233 1
suppose 254 1
box 519 1
grownup 30 1
lasted 65 1
momma 51 1
nerd 45 1
accepted 186 1
destined 66 1
groundbreaking 87 1
rid 122 1
trailer 305 1
alluring 44 1
bmovie 108 1
chills 89 1
obscure 106 1
pulling 114 1
seduce 42 1
youtube 46 1
andy 282 1
boundaries 48 1
combines 88 1
disappointments 27 1
portraits 30 1
scottish 100 1
simplistic 93 1
catwoman 52 1
columbo 237 1
comical 155 1
constructed 112 1
falk 115 1
hardly 439 1
intentional 47 1
killers 244 1
harrison 70 1
kristin 39 1
persons 159 1
theirs 50 1
cable 246 1
celluloid 74 1
charity 39 1
contemporaries 37 1
cure 132 1
dame 90 1
dickens 91 1
elliot 43 1
esther 60 1
greedy 80 1
grounds 49 1
hypocrisy 38 1
industrial 67 1
inspector 139 1
involvement 115 1
legal 95 1
leigh 74 1
mutual 76 1
narrator 114 1
notorious 156 1
papers 58 1
promise 179 1
raised 195 1
reporter 169 1
revolution 196 1
richards 91 1
scotland 85 1
subplots 132 1
wills 33 1
yard 62 1
cherish 33 1
literally 430 1
nostalgic 119 1
tear 137 1
ably 44 1
auteur 37 1
capture 308 1
elusive 43 1
foreigners 31 1
intimacy 44 1
methods 93 1
prop 34 1
raises 91 1
wig 30 1
wondered 114 1
wrestling 69 1
fill 173 1
fire 495 1
gangsters 119 1
hip 92 1
hippie 78 1
hop 44 1
picked 300 1
stunt 113 1
thou 30 1
carnage 47 1
coma 41 1
ghost 321 1
killings 78 1
satirical 71 1
smile 333 1
vengeful 32 1
wreck 53 1
activities 103 1
airplane 88 1
aka 224 1
capt 44 1
core 219 1
host 177 1
macho 59 1
monty 92 1
nonsensical 33 1
pegg 46 1
policeman 76 1
protagonists 180 1
quotable 33 1
scenarios 56 1
stereotypical 128 1
vulnerable 131 1
wellknown 108 1
alert 68 1
coworkers 46 1
creeps 42 1
cringe 56 1
dentist 132 1
patients 121 1
tortured 106 1
allen 252 1
angie 35 1
caine 142 1
dennis 243 1
dickinson 41 1
elevator 61 1
hooker 38 1
outs 30 1
psycho 167 1
stunningly 81 1
unquestionably 28 1
duty 136 1
exercise 103 1
exhibit 27 1
inspire 80 1
joined 109 1
marine 106 1
marines 57 1
negative 352 1
patriotism 36 1
recruits 34 1
shortly 133 1
travesty 30 1
base 129 1
closure 46 1
corn 27 1
feelgood 101 1
fisher 103 1
hint 123 1
neglect 36 1
pat 149 1
product 189 1
reconciliation 30 1
regrets 37 1
self 413 1
shrink 33 1
antonio 99 1
baron 40 1
bathing 30 1
brunette 34 1
capable 223 1
creates 329 1
edith 60 1
enhance 53 1
feisty 46 1
hybrid 38 1
jesse 87 1
kindly 45 1
relates 54 1
remote 133 1
robust 27 1
splatter 52 1
steady 86 1
suits 153 1
tasty 38 1
vega 54 1
venture 67 1
welldeveloped 36 1
alternate 73 1
fantasies 75 1
marathon 37 1
universe 247 1
virtual 78 1
cinemas 107 1
repeat 132 1
bash 33 1
christians 43 1
hardcore 120 1
authorities 91 1
figured 124 1
puppy 31 1
species 73 1
strike 105 1
surface 268 1
xfiles 50 1
characterization 112 1
efficient 43 1
rear 55 1
theyve 186 1
weve 252 1
window 240 1
downtoearth 36 1
ears 76 1
effortless 36 1
juliette 78 1
lifts 42 1
loyalty 107 1
preachy 70 1
witty 359 1
animals 354 1
brad 169 1
checking 163 1
contract 119 1
convict 57 1
explaining 78 1
insane 235 1
machine 289 1
monkeys 79 1
sickness 48 1
survived 89 1
traveling 132 1
twelve 102 1
virus 64 1
arrogant 92 1
careful 122 1
crude 134 1
cruel 171 1
employees 43 1
exceedingly 34 1
execution 136 1
generals 28 1
heading 76 1
hysterical 132 1
inexplicable 37 1
itll 113 1
lifes 85 1
millionaire 57 1
quarters 35 1
testimony 35 1
accompanied 112 1
additionally 46 1
alltime 155 1
elephants 37 1
graveyard 50 1
growth 68 1
mate 85 1
screens 80 1
speaks 210 1
stranded 60 1
tarzan 249 1
horizon 59 1
abbott 56 1
adequately 31 1
alison 67 1
allison 36 1
billing 43 1
bud 98 1
costello 63 1
dorothy 129 1
feeding 43 1
fifty 67 1
hayes 54 1
lane 232 1
lou 98 1
market 202 1
quietly 85 1
shoes 137 1
titanic 147 1
tops 75 1
vanishing 30 1
cerebral 79 1
fingers 104 1
granted 207 1
grateful 79 1
handicapped 43 1
messages 126 1
muscular 35 1
palsy 30 1
rory 86 1
significantly 38 1
speech 257 1
amuse 26 1
busey 65 1
cliche 52 1
cream 77 1
lethal 64 1
reckless 44 1
tanks 31 1
weapon 119 1
achieve 180 1
category 141 1
closes 34 1
collaboration 52 1
defining 40 1
delights 31 1
encountered 51 1
exposed 109 1
express 179 1
grocery 27 1
handles 78 1
hollywoods 106 1
items 63 1
mile 106 1
morgan 243 1
passages 28 1
patch 32 1
paz 40 1
provoking 144 1
simplicity 128 1
specific 160 1
stops 156 1
tokyo 46 1
translation 104 1
ultimate 316 1
wisdom 91 1
writerdirector 158 1
appearance 435 1
extraordinarily 41 1
geoffrey 44 1
stowe 32 1
terry 113 1
glimpse 178 1
grit 39 1
sally 156 1
sarah 187 1
stir 37 1
tipping 40 1
velvet 114 1
waters 158 1
awaiting 50 1
county 57 1
dear 107 1
eagerly 53 1
initially 216 1
lad 27 1
mastermind 32 1
recording 116 1
remind 158 1
suffer 156 1
typically 135 1
crooked 55 1
funeral 135 1
saint 82 1
sin 133 1
sites 46 1
bears 134 1
clan 72 1
concludes 36 1
curse 136 1
escapes 133 1
flicks 286 1
identity 315 1
michaels 87 1
myers 72 1
niece 67 1
rated 305 1
rescued 48 1
serial 328 1
austens 39 1
consistent 101 1
pursuing 54 1
spoton 41 1
verbal 62 1
christy 77 1
condition 170 1
encouraged 43 1
enormous 125 1
hugh 109 1
shockingly 28 1
wisely 64 1
accidentally 186 1
captures 350 1
costar 89 1
criminal 340 1
dana 78 1
dixon 79 1
excellently 91 1
handed 68 1
offset 28 1
pin 48 1
plight 97 1
plug 31 1
reunited 53 1
shooting 394 1
superiors 44 1
tierney 68 1
upper 134 1
awkward 207 1
factory 140 1
lower 134 1
misty 33 1
ruby 99 1
seduction 38 1
sexually 120 1
vampire 352 1
website 103 1
aussie 93 1
conventions 79 1
crowe 38 1
fist 62 1
gross 112 1
inevitably 89 1
loser 69 1
lovable 215 1
nerdy 36 1
offbeat 87 1
pie 98 1
sterling 65 1
weaknesses 96 1
alley 60 1
bravo 120 1
cheung 62 1
definately 27 1
phrase 77 1
senior 65 1
shoulder 84 1
sleep 220 1
accompanying 50 1
astaire 108 1
audition 54 1
badly 206 1
basis 154 1
brooklyn 111 1
careers 116 1
circumstances 245 1
classical 150 1
columbia 73 1
combination 281 1
cost 193 1
countrys 48 1
dean 186 1
debt 57 1
disneys 95 1
fix 80 1
framed 77 1
gotten 258 1
jose 71 1
kathryn 45 1
kinds 191 1
lent 29 1
mgm 213 1
mickey 223 1
rave 32 1
results 273 1
richly 54 1
rko 53 1
sailors 58 1
snuff 47 1
stockwell 37 1
studios 262 1
suspicion 74 1
waitress 84 1
walt 88 1
agenda 61 1
angel 229 1
apartments 35 1
assume 152 1
biblical 47 1
conflicted 59 1
confront 88 1
confronted 74 1
corpse 85 1
damned 74 1
dangelo 32 1
denouement 50 1
dread 76 1
elderly 151 1
enters 134 1
entrance 56 1
exists 157 1
exterior 73 1
fled 27 1
floor 235 1
haunting 321 1
heights 77 1
investigate 99 1
located 73 1
logan 47 1
logical 113 1
notices 58 1
origin 66 1
plagued 38 1
posted 68 1
raines 76 1
residents 89 1
sarandon 113 1
saved 170 1
spells 33 1
staring 57 1
suitably 70 1
unknowingly 27 1
upstairs 32 1
welcome 228 1
brett 41 1
cooper 208 1
explores 119 1
natalie 95 1
oceans 48 1
portman 68 1
reply 30 1
shia 37 1
spin 112 1
boards 37 1
caron 45 1
cary 96 1
construct 31 1
deserve 217 1
dug 26 1
enthusiasm 94 1
function 63 1
gal 64 1
gershwin 50 1
load 68 1
losing 246 1
mirrors 70 1
necessary 360 1
nightclub 93 1
paintings 92 1
parisian 39 1
phase 55 1
respond 54 1
separate 173 1
sophia 30 1
sophisticated 155 1
suitable 113 1
symphony 36 1
unnecessary 163 1
warners 47 1
addresses 40 1
artful 32 1
lighter 61 1
serene 28 1
afterwards 119 1
anybody 230 1
span 48 1
trey 47 1
balloon 47 1
mermaid 36 1
peaceful 75 1
romania 36 1
antihero 60 1
blast 90 1
burst 60 1
enhances 53 1
evolved 48 1
forties 55 1
guiding 29 1
heist 155 1
jean 402 1
jewel 104 1
kubrick 116 1
kubricks 59 1
logic 147 1
noirs 37 1
penn 115 1
protagonist 246 1
sadistic 97 1
sharp 296 1
similarities 131 1
thirties 49 1
tonys 56 1
unfolds 157 1
wouldbe 72 1
odyssey 119 1
wistful 29 1
advanced 103 1
antagonist 41 1
balance 218 1
battlefield 43 1
below 163 1
chess 92 1
chief 265 1
contrasts 43 1
cousins 42 1
crossing 102 1
distant 165 1
enemy 256 1
forgot 135 1
invaders 38 1
kirk 108 1
lifted 51 1
match 699 1
matters 205 1
neutral 40 1
sharply 31 1
spock 85 1
stiles 36 1
subsequent 169 1
zone 139 1
nelson 113 1
sorrow 63 1
turturro 43 1
brenda 79 1
buck 122 1
cancer 70 1
chosen 235 1
cowboy 194 1
dustin 84 1
evolve 32 1
evolves 44 1
grandmother 111 1
hoffman 230 1
hustler 47 1
midnight 200 1
painful 182 1
profession 72 1
tame 74 1
tearjerker 37 1
texas 263 1
voight 117 1
backing 29 1
bitter 179 1
chill 58 1
climate 47 1
depressing 201 1
design 321 1
domination 29 1
drinks 68 1
grisly 42 1
highlight 191 1
inclusion 49 1
liners 80 1
mates 63 1
mode 94 1
muscle 28 1
upbeat 74 1
wwe 86 1
acclaim 39 1
analysis 89 1
continues 291 1
disorder 54 1
lip 47 1
mobster 37 1
nemesis 75 1
overthetop 180 1
panic 117 1
respectively 84 1
ruthless 130 1
suspected 61 1
ace 65 1
aim 50 1
avoid 263 1
blew 108 1
donovan 34 1
eva 121 1
extras 229 1
hound 40 1
informed 54 1
insightful 84 1
pete 70 1
pivotal 60 1
presidential 31 1
shady 43 1
throw 280 1
birth 211 1
enlightening 26 1
masses 92 1
passions 45 1
relies 86 1
stroke 73 1
truthful 43 1
homer 109 1
miracles 27 1
orchestrated 28 1
plate 46 1
arrest 62 1
disappear 72 1
fest 60 1
fools 58 1
improve 74 1
lawn 39 1
repertoire 28 1
scout 33 1
confident 81 1
gentle 166 1
knees 39 1
passionate 136 1
playwright 44 1
analyze 37 1
closing 193 1
dynamics 63 1
ignore 177 1
pompous 38 1
altered 49 1
costume 169 1
defeated 65 1
explored 127 1
formal 39 1
instantly 153 1
larger 148 1
principles 51 1
progress 125 1
reader 68 1
serials 50 1
shah 41 1
stress 84 1
technique 170 1
unsuccessful 33 1
waste 175 1
watcher 28 1
worn 72 1
alas 85 1
alternately 31 1
arrested 129 1
bare 83 1
bars 71 1
brawl 34 1
brisk 37 1
busted 28 1
exact 164 1
frankie 150 1
groovy 28 1
hood 170 1
insanely 32 1
likewise 106 1
mobsters 51 1
nifty 54 1
nude 137 1
polished 102 1
rousing 72 1
rugged 52 1
sergio 67 1
shower 81 1
smalltime 28 1
stages 90 1
thrilling 175 1
busy 141 1
owe 44 1
realise 133 1
recognise 31 1
explicit 135 1
implied 62 1
stretches 30 1
carrie 108 1
doug 99 1
effective 658 1
queens 91 1
sitcom 161 1
stiller 73 1
fails 217 1
gregory 69 1
midst 63 1
outlook 50 1
subversive 36 1
teaching 111 1
thrills 110 1
urban 254 1
visceral 47 1
warmth 134 1
worldly 29 1
abrupt 68 1
eccentric 144 1
manipulation 52 1
wholly 67 1
woke 29 1
angelina 37 1
duchovny 51 1
jolie 40 1
kicked 86 1
adored 45 1
champions 31 1
hopefully 236 1
siblings 72 1
stumbled 88 1
web 128 1
bat 74 1
cowardly 33 1
dutch 75 1
hudson 124 1
masterson 57 1
shelley 72 1
spade 72 1
winchester 74 1
winters 111 1
addressed 51 1
assumed 71 1
caribbean 28 1
characteristic 43 1
difficulty 84 1
distinctly 42 1
grammar 33 1
japanese 718 1
narrow 49 1
respectable 64 1
shall 156 1
speaker 30 1
stepping 41 1
toronto 81 1
upsetting 33 1
civil 237 1
europeans 38 1
exclusively 49 1
harrowing 88 1
indelible 28 1
musicians 124 1
relentlessly 40 1
sentimentality 58 1
stripped 31 1
kicking 64 1
samurai 95 1
succeeded 105 1
throwing 104 1
complained 63 1
drastically 28 1
inch 45 1
passable 42 1
bliss 45 1
commercial 217 1
kitchen 97 1
per 117 1
drawback 45 1
bing 37 1
bond 613 1
colours 80 1
designer 59 1
dresses 79 1
elegant 148 1
energetic 91 1
fitted 27 1
leung 39 1
maggie 105 1
marvellous 66 1
melancholic 30 1
millennium 33 1
pairing 45 1
secretary 135 1
spouses 44 1
turbulent 45 1
understated 164 1
versatile 47 1
assistance 44 1
denied 54 1
elaborate 108 1
experts 43 1
eyed 40 1
fail 192 1
glass 176 1
manhattan 137 1
months 294 1
par 131 1
rising 106 1
scoring 32 1
smack 33 1
staging 52 1
superman 149 1
graduated 28 1
partying 32 1
adversity 49 1
bauer 36 1
bow 54 1
chamber 40 1
discovering 113 1
explains 161 1
facets 32 1
fate 306 1
favor 174 1
ghetto 51 1
glimpses 57 1
heres 184 1
idiots 50 1
mike 280 1
narrative 465 1
observation 68 1
overcome 188 1
plausible 81 1
population 103 1
progression 46 1
prostitute 106 1
rabbits 38 1
redneck 44 1
retarded 80 1
showcases 57 1
signs 106 1
societal 39 1
strongest 98 1
stupidity 61 1
subjects 152 1
suspended 32 1
toilet 66 1
alright 91 1
bell 104 1
cabin 69 1
collect 58 1
corruption 131 1
displays 149 1
elected 54 1
fancy 113 1
firstrate 84 1
furious 79 1
guns 197 1
ironically 146 1
lands 75 1
occurs 131 1
owes 66 1
quick 303 1
somebody 155 1
symbolic 97 1
townspeople 28 1
accents 123 1
inaccurate 31 1
orleans 89 1
approached 58 1
hank 95 1
limit 68 1
lonesome 54 1
mainstream 246 1
revival 39 1
stale 43 1
accomplishment 41 1
boogie 81 1
crown 57 1
testament 110 1
triple 65 1
dragon 113 1
helped 374 1
notch 207 1
phony 58 1
built 225 1
cafe 37 1
coffee 88 1
detailed 148 1
foundation 59 1
prior 201 1
target 180 1
wash 45 1
despair 136 1
loosing 29 1
separation 35 1
spellbinding 33 1
wound 81 1
crawl 43 1
diamond 100 1
encouraging 36 1
importantly 152 1
introduce 80 1
judging 85 1
kicks 133 1
kissed 33 1
quit 76 1
ring 326 1
teach 135 1
unattractive 27 1
unfair 81 1
according 246 1
dollar 106 1
upset 126 1
blank 65 1
encourages 39 1
gas 151 1
gus 83 1
luis 68 1
motel 37 1
oddball 38 1
paper 133 1
peaks 48 1
relentless 61 1
stations 57 1
tribute 188 1
arc 55 1
awfully 43 1
balancing 30 1
behaviour 90 1
bodies 184 1
brink 32 1
cavalry 60 1
chaotic 52 1
compromised 31 1
criticisms 55 1
crushing 26 1
damaged 59 1
deer 61 1
drain 32 1
ella 40 1
emerges 84 1
epics 60 1
experiments 52 1
explosions 123 1
folk 107 1
gangs 58 1
gate 98 1
grasp 102 1
grim 194 1
heavens 63 1
huppert 46 1
immigrants 61 1
interaction 157 1
justify 78 1
kings 125 1
kris 43 1
marks 145 1
milieu 31 1
modest 83 1
momentum 44 1
myth 74 1
occasions 79 1
offensive 108 1
overcoming 35 1
pronounced 36 1
replaced 137 1
resistance 50 1
retrospect 48 1
revolt 38 1
rhythm 82 1
sink 63 1
specially 95 1
subsequently 61 1
successfully 163 1
surely 354 1
tag 94 1
triangle 84 1
trick 152 1
uneasy 42 1
victory 102 1
walken 109 1
watson 132 1
sleepy 33 1
absorbed 51 1
courageous 59 1
dilemmas 33 1
examines 33 1
philosophical 116 1
provocative 87 1
rapid 43 1
shorter 73 1
silence 169 1
talking 708 1
aids 106 1
allegory 39 1
amid 50 1
approaching 51 1
astronauts 35 1
blake 142 1
boyle 77 1
cannon 74 1
comprehensive 27 1
cues 31 1
deleted 59 1
delirious 49 1
demented 70 1
echo 30 1
edition 117 1
edwards 49 1
eyebrows 27 1
firth 40 1
forms 134 1
gaps 37 1
gentlemen 83 1
gloriously 31 1
glory 169 1
guards 63 1
heavily 175 1
height 80 1
heros 70 1
honour 43 1
hysteria 27 1
kiss 210 1
klaus 48 1
lifeforce 63 1
minister 96 1
monster 431 1
noone 69 1
offering 121 1
outer 88 1
proceed 34 1
rampage 32 1
remark 43 1
resist 88 1
security 152 1
shaped 49 1
shouts 33 1
stewarts 73 1
sucking 26 1
suit 207 1
tail 57 1
teeth 117 1
temptation 46 1
thief 190 1
transport 47 1
uncredited 46 1
vampires 140 1
zombie 290 1
zombies 180 1
encounters 149 1
existential 48 1
productions 199 1
friday 151 1
harvey 99 1
sabrina 76 1
aggression 27 1
believably 28 1
clichãs 168 1
inspirational 78 1
kudos 183 1
mustve 26 1
overboard 40 1
pursue 70 1
quaid 65 1
rushes 34 1
slew 37 1
angeles 127 1
pack 108 1
precise 72 1
thugs 66 1
tight 210 1
volumes 47 1
brosnan 101 1
cameron 121 1
celebrities 53 1
creating 317 1
diaz 49 1
fanatic 43 1
games 404 1
grandparents 41 1
handsome 275 1
jaws 56 1
jealous 138 1
nailed 48 1
shrek 33 1
spell 113 1
spiderman 65 1
theatres 70 1
wickedly 33 1
wisecracking 28 1
wrap 67 1
bathroom 101 1
funnier 161 1
performing 162 1
secretly 92 1
sick 370 1
cartoons 260 1
laughoutloud 32 1
rank 121 1
shocker 41 1
tho 46 1
bang 82 1
error 52 1
factual 44 1
alvin 83 1
clint 171 1
eastwoods 62 1
francisco 113 1
hitman 110 1
nest 48 1
panned 32 1
peers 53 1
san 181 1
sergeant 73 1
signed 70 1
stride 33 1
taxi 71 1
tones 48 1
tower 64 1
tracy 123 1
trade 140 1
twenties 28 1
wallace 169 1
dictator 77 1
expose 55 1
gallery 38 1
habit 59 1
middleclass 38 1
statue 80 1
eastwood 224 1
governor 33 1
package 77 1
reynolds 184 1
squad 86 1
vice 86 1
cheerful 49 1
hinted 41 1
marijuana 32 1
schindlers 28 1
symbols 53 1
absence 108 1
akin 73 1
alienation 46 1
atlanta 42 1
bias 51 1
carolina 31 1
convince 151 1
discusses 32 1
electric 81 1
established 155 1
flaw 159 1
fluid 61 1
glaring 29 1
inhabitants 72 1
investment 26 1
liberal 97 1
oil 137 1
parking 36 1
peak 120 1
pleasures 59 1
presentation 164 1
prices 42 1
progressively 27 1
reduce 28 1
rise 233 1
scientific 100 1
shopping 46 1
significant 187 1
suburbia 39 1
vaguely 59 1
convicts 35 1
escaped 125 1
japan 280 1
recommending 30 1
spoiling 52 1
simmons 104 1
awhile 75 1
ballet 81 1
bass 26 1
begun 49 1
bones 60 1
elses 54 1
explanations 33 1
hal 174 1
headed 108 1
landing 64 1
lion 165 1
meaningful 136 1
mindless 95 1
overwhelmed 50 1
pardon 30 1
ponder 37 1
sciencefiction 31 1
sensuality 37 1
sunset 47 1
theater 709 1
visible 67 1
backgrounds 116 1
dedicated 122 1
highlighted 44 1
numerous 256 1
addition 372 1
anytime 65 1
network 226 1
ernest 87 1
impressions 47 1
screwball 61 1
accidental 48 1
duvall 65 1
forrest 47 1
frederic 32 1
grief 79 1
responsible 252 1
simpler 47 1
sparse 28 1
bombed 39 1
hindi 70 1
recreate 44 1
rumors 30 1
advertising 77 1
altogether 114 1
amateurish 43 1
asylum 57 1
belly 46 1
consumed 46 1
counts 83 1
critically 31 1
cursed 39 1
employee 54 1
employs 39 1
feminist 53 1
fifth 80 1
herd 39 1
hideous 44 1
mentality 72 1
mythical 45 1
surpassed 39 1
theatrical 250 1
warped 36 1
alongside 102 1
facade 29 1
fed 83 1
inspires 38 1
mendes 44 1
seldom 105 1
slows 36 1
spoof 132 1
suggestion 50 1
sweetness 44 1
watches 134 1
companion 125 1
contribution 81 1
eliminate 38 1
archive 37 1
asset 49 1
authority 100 1
childish 72 1
cook 141 1
darker 159 1
disappoint 134 1
indifferent 45 1
jealousy 86 1
partnership 37 1
sample 27 1
sarcastic 62 1
suited 94 1
tastes 96 1
topnotch 124 1
admirably 59 1
celebrates 31 1
desperation 111 1
dimensional 48 1
dose 75 1
electricity 30 1
